"","Symbol","ensembl_id","top50","PropZero_filter","rank_invar"
"19353","CA4","ENSG00000167434",FALSE,FALSE,NA
"19354","USP32","ENSG00000170832",TRUE,TRUE,188
"19355","C17orf64","ENSG00000141371",FALSE,FALSE,NA
"19356","APPBP2","ENSG00000062725",TRUE,TRUE,597
"19357","AC011921.1","ENSG00000259349",FALSE,FALSE,NA
"19358","LINC01999","ENSG00000267772",FALSE,FALSE,NA
"19359","PPM1D","ENSG00000170836",TRUE,FALSE,NA
"19360","BCAS3","ENSG00000141376",TRUE,TRUE,565
"19361","AC005884.1","ENSG00000267207",FALSE,FALSE,NA
"19362","AC005856.1","ENSG00000267667",FALSE,FALSE,NA
"19363","AC005746.2","ENSG00000267131",FALSE,FALSE,NA
"19364","NACA2","ENSG00000253506",FALSE,FALSE,NA
"19365","BRIP1","ENSG00000136492",TRUE,FALSE,NA
"19366","INTS2","ENSG00000108506",TRUE,FALSE,NA
"19367","MED13","ENSG00000108510",TRUE,TRUE,315
"19368","EFCAB3","ENSG00000172421",FALSE,FALSE,NA
"19369","METTL2A","ENSG00000087995",TRUE,FALSE,NA
"19370","TLK2","ENSG00000146872",TRUE,TRUE,832
"19371","AC080038.2","ENSG00000277463",FALSE,FALSE,NA
"19372","AC080038.1","ENSG00000274565",FALSE,FALSE,NA
"19373","MRC2","ENSG00000011028",TRUE,FALSE,NA
"19374","AC005821.1","ENSG00000265702",FALSE,FALSE,NA
"19375","MARCH10","ENSG00000173838",FALSE,FALSE,NA
"19376","AC068512.1","ENSG00000265000",FALSE,FALSE,NA
"19377","AC005972.4","ENSG00000283538",TRUE,FALSE,NA
"19378","TANC2","ENSG00000170921",TRUE,TRUE,621
"19379","AC006270.1","ENSG00000264513",TRUE,FALSE,NA
"19380","AC015923.1","ENSG00000233635",TRUE,FALSE,NA
"19381","AC005828.1","ENSG00000226797",FALSE,FALSE,NA
"19382","AC005828.3","ENSG00000263644",FALSE,FALSE,NA
"19383","CYB561","ENSG00000008283",TRUE,FALSE,NA
"19384","ACE","ENSG00000159640",FALSE,FALSE,NA
"19385","AC113554.1","ENSG00000264813",FALSE,FALSE,NA
"19386","KCNH6","ENSG00000173826",FALSE,FALSE,NA
"19387","DCAF7","ENSG00000136485",TRUE,FALSE,NA
"19388","TACO1","ENSG00000136463",FALSE,FALSE,NA
"19389","MAP3K3","ENSG00000198909",TRUE,TRUE,274
"19390","STRADA","ENSG00000266173",FALSE,FALSE,NA
"19391","AC046185.1","ENSG00000125695",FALSE,FALSE,NA
"19392","CCDC47","ENSG00000108588",TRUE,FALSE,NA
"19393","DDX42","ENSG00000198231",TRUE,FALSE,NA
"19394","FTSJ3","ENSG00000108592",FALSE,FALSE,NA
"19395","PSMC5","ENSG00000087191",TRUE,FALSE,NA
"19396","SMARCD2","ENSG00000108604",TRUE,FALSE,NA
"19397","SCN4A","ENSG00000007314",FALSE,FALSE,NA
"19398","AC127029.2","ENSG00000263489",FALSE,FALSE,NA
"19399","PRR29-AS1","ENSG00000264954",FALSE,FALSE,NA
"19400","PRR29","ENSG00000224383",FALSE,FALSE,NA
"19401","ICAM2","ENSG00000108622",FALSE,FALSE,NA
"19402","ERN1","ENSG00000178607",TRUE,FALSE,NA
"19403","SNHG25","ENSG00000266402",TRUE,FALSE,NA
"19404","TEX2","ENSG00000136478",TRUE,FALSE,NA
"19405","PECAM1","ENSG00000261371",TRUE,FALSE,NA
"19406","MILR1","ENSG00000271605",FALSE,FALSE,NA
"19407","POLG2","ENSG00000256525",TRUE,FALSE,NA
"19408","DDX5","ENSG00000108654",TRUE,TRUE,296
"19409","CEP95","ENSG00000258890",TRUE,FALSE,NA
"19410","SMURF2","ENSG00000108854",TRUE,TRUE,124
"19411","LRRC37A3","ENSG00000176809",TRUE,TRUE,477.5
"19412","AC103810.2","ENSG00000265218",FALSE,FALSE,NA
"19413","AC037487.1","ENSG00000265912",FALSE,FALSE,NA
"19414","GNA13","ENSG00000120063",TRUE,FALSE,NA
"19415","RGS9","ENSG00000108370",TRUE,FALSE,NA
"19416","AXIN2","ENSG00000168646",FALSE,FALSE,NA
"19417","AC004805.1","ENSG00000266076",TRUE,FALSE,NA
"19418","CEP112","ENSG00000154240",TRUE,FALSE,NA
"19419","APOH","ENSG00000091583",FALSE,FALSE,NA
"19420","PRKCA","ENSG00000154229",TRUE,TRUE,203
"19421","PRKCA-AS1","ENSG00000264630",TRUE,FALSE,NA
"19422","CACNG5","ENSG00000075429",TRUE,FALSE,NA
"19423","CACNG4","ENSG00000075461",TRUE,FALSE,NA
"19424","CACNG1","ENSG00000108878",FALSE,FALSE,NA
"19425","HELZ","ENSG00000198265",TRUE,TRUE,385
"19426","AC007448.3","ENSG00000266473",FALSE,FALSE,NA
"19427","PSMD12","ENSG00000197170",TRUE,FALSE,NA
"19428","PITPNC1","ENSG00000154217",TRUE,FALSE,NA
"19429","NOL11","ENSG00000130935",TRUE,FALSE,NA
"19430","BPTF","ENSG00000171634",TRUE,TRUE,648
"19431","C17orf58","ENSG00000186665",FALSE,FALSE,NA
"19432","KPNA2","ENSG00000182481",FALSE,FALSE,NA
"19433","AC145343.1","ENSG00000265055",FALSE,FALSE,NA
"19434","AC005332.7","ENSG00000278730",TRUE,FALSE,NA
"19435","AC005332.4","ENSG00000274561",FALSE,FALSE,NA
"19436","AC005332.6","ENSG00000277476",FALSE,FALSE,NA
"19437","AC005332.8","ENSG00000278740",FALSE,FALSE,NA
"19438","AC005332.3","ENSG00000267731",FALSE,FALSE,NA
"19439","AC005332.5","ENSG00000274712",FALSE,FALSE,NA
"19440","AMZ2","ENSG00000196704",TRUE,FALSE,NA
"19441","ARSG","ENSG00000141337",TRUE,FALSE,NA
"19442","SLC16A6","ENSG00000108932",FALSE,FALSE,NA
"19443","WIPI1","ENSG00000070540",TRUE,FALSE,NA
"19444","PRKAR1A","ENSG00000108946",TRUE,FALSE,NA
"19445","FAM20A","ENSG00000108950",FALSE,FALSE,NA
"19446","AC079210.1","ENSG00000267461",FALSE,FALSE,NA
"19447","LINC01482","ENSG00000267659",FALSE,FALSE,NA
"19448","ABCA8","ENSG00000141338",TRUE,FALSE,NA
"19449","ABCA9-AS1","ENSG00000231749",FALSE,FALSE,NA
"19450","ABCA9","ENSG00000154258",TRUE,FALSE,NA
"19451","ABCA6","ENSG00000154262",TRUE,FALSE,NA
"19452","ABCA10","ENSG00000154263",TRUE,FALSE,NA
"19453","ABCA5","ENSG00000154265",TRUE,FALSE,NA
"19454","MAP2K6","ENSG00000108984",TRUE,FALSE,NA
"19455","AC002546.1","ENSG00000267653",FALSE,FALSE,NA
"19456","LINC01483","ENSG00000227517",FALSE,FALSE,NA
"19457","LINC01497","ENSG00000237560",FALSE,FALSE,NA
"19458","AC005208.1","ENSG00000230258",FALSE,FALSE,NA
"19459","KCNJ16","ENSG00000153822",FALSE,FALSE,NA
"19460","KCNJ2-AS1","ENSG00000267365",FALSE,FALSE,NA
"19461","KCNJ2","ENSG00000123700",TRUE,FALSE,NA
"19462","AC011990.1","ENSG00000267109",FALSE,FALSE,NA
"19463","CASC17","ENSG00000260785",FALSE,FALSE,NA
"19464","AC005144.1","ENSG00000283517",FALSE,FALSE,NA
"19465","ROCR","ENSG00000228639",FALSE,FALSE,NA
"19466","LINC01152","ENSG00000256124",FALSE,FALSE,NA
"19467","LINC02097","ENSG00000226101",FALSE,FALSE,NA
"19468","SOX9","ENSG00000125398",TRUE,FALSE,NA
"19469","LINC00511","ENSG00000227036",TRUE,FALSE,NA
"19470","LINC02003","ENSG00000264026",FALSE,FALSE,NA
"19471","SLC39A11","ENSG00000133195",TRUE,FALSE,NA
"19472","SSTR2","ENSG00000180616",TRUE,FALSE,NA
"19473","COG1","ENSG00000166685",TRUE,FALSE,NA
"19474","AC097641.2","ENSG00000277728",FALSE,FALSE,NA
"19475","FAM104A","ENSG00000133193",TRUE,FALSE,NA
"19476","C17orf80","ENSG00000141219",TRUE,FALSE,NA
"19477","CPSF4L","ENSG00000187959",FALSE,FALSE,NA
"19478","CDC42EP4","ENSG00000179604",TRUE,FALSE,NA
"19479","SDK2","ENSG00000069188",TRUE,FALSE,NA
"19480","LINC00469","ENSG00000177338",FALSE,FALSE,NA
"19481","LINC02092","ENSG00000234721",FALSE,FALSE,NA
"19482","AC137735.1","ENSG00000266765",FALSE,FALSE,NA
"19483","LINC02074","ENSG00000266357",FALSE,FALSE,NA
"19484","RPL38","ENSG00000172809",TRUE,FALSE,NA
"19485","AC100786.1","ENSG00000246731",FALSE,FALSE,NA
"19486","TTYH2","ENSG00000141540",TRUE,FALSE,NA
"19487","AC100786.2","ENSG00000264272",FALSE,FALSE,NA
"19488","DNAI2","ENSG00000171595",FALSE,FALSE,NA
"19489","KIF19","ENSG00000196169",TRUE,FALSE,NA
"19490","BTBD17","ENSG00000204347",FALSE,FALSE,NA
"19491","GPRC5C","ENSG00000170412",FALSE,FALSE,NA
"19492","CD300A","ENSG00000167851",FALSE,FALSE,NA
"19493","CD300E","ENSG00000186407",FALSE,FALSE,NA
"19494","RAB37","ENSG00000172794",TRUE,FALSE,NA
"19495","CD300LF","ENSG00000186074",FALSE,FALSE,NA
"19496","SLC9A3R1","ENSG00000109062",TRUE,FALSE,NA
"19497","NAT9","ENSG00000109065",TRUE,FALSE,NA
"19498","TMEM104","ENSG00000109066",TRUE,FALSE,NA
"19499","GRIN2C","ENSG00000161509",TRUE,FALSE,NA
"19500","FDXR","ENSG00000161513",FALSE,FALSE,NA
"19501","FADS6","ENSG00000172782",FALSE,FALSE,NA
"19502","OTOP3","ENSG00000182938",FALSE,FALSE,NA
"19503","HID1","ENSG00000167861",TRUE,FALSE,NA
"19504","HID1-AS1","ENSG00000263586",FALSE,FALSE,NA
"19505","CDR2L","ENSG00000109089",TRUE,FALSE,NA
"19506","MRPL58","ENSG00000167862",FALSE,FALSE,NA
"19507","KCTD2","ENSG00000180901",TRUE,FALSE,NA
"19508","ATP5PD","ENSG00000167863",TRUE,FALSE,NA
"19509","SLC16A5","ENSG00000170190",FALSE,FALSE,NA
"19510","ARMC7","ENSG00000125449",FALSE,FALSE,NA
"19511","NT5C","ENSG00000125458",TRUE,FALSE,NA
"19512","JPT1","ENSG00000189159",TRUE,FALSE,NA
"19513","SUMO2","ENSG00000188612",TRUE,FALSE,NA
"19514","NUP85","ENSG00000125450",TRUE,FALSE,NA
"19515","GGA3","ENSG00000125447",TRUE,FALSE,NA
"19516","MRPS7","ENSG00000125445",TRUE,FALSE,NA
"19517","MIF4GD","ENSG00000125457",FALSE,FALSE,NA
"19518","AC022211.2","ENSG00000263843",FALSE,FALSE,NA
"19519","SLC25A19","ENSG00000125454",FALSE,FALSE,NA
"19520","GRB2","ENSG00000177885",TRUE,FALSE,NA
"19521","AC011933.4","ENSG00000265987",TRUE,FALSE,NA
"19522","TMEM94","ENSG00000177728",TRUE,FALSE,NA
"19523","CASKIN2","ENSG00000177303",FALSE,FALSE,NA
"19524","TSEN54","ENSG00000182173",TRUE,FALSE,NA
"19525","LLGL2","ENSG00000073350",TRUE,FALSE,NA
"19526","MYO15B","ENSG00000266714",TRUE,FALSE,NA
"19527","RECQL5","ENSG00000108469",TRUE,FALSE,NA
"19528","SMIM5","ENSG00000204323",FALSE,FALSE,NA
"19529","SMIM6","ENSG00000259120",FALSE,FALSE,NA
"19530","SAP30BP","ENSG00000161526",TRUE,FALSE,NA
"19531","ITGB4","ENSG00000132470",TRUE,FALSE,NA
"19532","GALK1","ENSG00000108479",FALSE,FALSE,NA
"19533","H3F3B","ENSG00000132475",TRUE,FALSE,NA
"19534","UNK","ENSG00000132478",TRUE,FALSE,NA
"19535","UNC13D","ENSG00000092929",TRUE,FALSE,NA
"19536","WBP2","ENSG00000132471",TRUE,FALSE,NA
"19537","TRIM47","ENSG00000132481",FALSE,FALSE,NA
"19538","TRIM65","ENSG00000141569",TRUE,FALSE,NA
"19539","MRPL38","ENSG00000204316",FALSE,FALSE,NA
"19540","AC087289.3","ENSG00000267426",FALSE,FALSE,NA
"19541","FBF1","ENSG00000188878",TRUE,FALSE,NA
"19542","ACOX1","ENSG00000161533",TRUE,FALSE,NA
"19543","TEN1","ENSG00000257949",FALSE,FALSE,NA
"19544","CDK3","ENSG00000250506",FALSE,FALSE,NA
"19545","EVPL","ENSG00000167880",FALSE,FALSE,NA
"19546","SRP68","ENSG00000167881",TRUE,FALSE,NA
"19547","ZACN","ENSG00000186919",FALSE,FALSE,NA
"19548","EXOC7","ENSG00000182473",TRUE,FALSE,NA
"19549","RNF157-AS1","ENSG00000267128",FALSE,FALSE,NA
"19550","RNF157","ENSG00000141576",TRUE,FALSE,NA
"19551","UBALD2","ENSG00000185262",TRUE,FALSE,NA
"19552","QRICH2","ENSG00000129646",TRUE,FALSE,NA
"19553","PRPSAP1","ENSG00000161542",TRUE,FALSE,NA
"19554","SPHK1","ENSG00000176170",FALSE,FALSE,NA
"19555","UBE2O","ENSG00000175931",TRUE,FALSE,NA
"19556","AANAT","ENSG00000129673",FALSE,FALSE,NA
"19557","RHBDF2","ENSG00000129667",TRUE,FALSE,NA
"19558","CYGB","ENSG00000161544",FALSE,FALSE,NA
"19559","PRCD","ENSG00000214140",TRUE,FALSE,NA
"19560","AC015802.4","ENSG00000267546",FALSE,FALSE,NA
"19561","ST6GALNAC2","ENSG00000070731",FALSE,FALSE,NA
"19562","ST6GALNAC1","ENSG00000070526",FALSE,FALSE,NA
"19563","AC005837.1","ENSG00000261335",FALSE,FALSE,NA
"19564","MXRA7","ENSG00000182534",TRUE,FALSE,NA
"19565","AC005837.3","ENSG00000277382",FALSE,FALSE,NA
"19566","JMJD6","ENSG00000070495",TRUE,FALSE,NA
"19567","METTL23","ENSG00000181038",TRUE,FALSE,NA
"19568","AC005837.2","ENSG00000267168",FALSE,FALSE,NA
"19569","SRSF2","ENSG00000161547",TRUE,FALSE,NA
"19570","MFSD11","ENSG00000092931",TRUE,FALSE,NA
"19571","LINC02080","ENSG00000267065",FALSE,FALSE,NA
"19572","LINC00868","ENSG00000267535",FALSE,FALSE,NA
"19573","MGAT5B","ENSG00000167889",TRUE,FALSE,NA
"19574","SEC14L1","ENSG00000129657",TRUE,FALSE,NA
"19575","AC068594.1","ENSG00000263718",FALSE,FALSE,NA
"19576","SEPT9","ENSG00000184640",TRUE,FALSE,NA
"19577","AC021683.3","ENSG00000267665",FALSE,FALSE,NA
"19578","AC021683.2","ENSG00000267506",FALSE,FALSE,NA
"19579","TNRC6C","ENSG00000078687",TRUE,FALSE,NA
"19580","TMC6","ENSG00000141524",TRUE,FALSE,NA
"19581","TMC8","ENSG00000167895",TRUE,FALSE,NA
"19582","C17orf99","ENSG00000187997",FALSE,FALSE,NA
"19583","SYNGR2","ENSG00000108639",TRUE,FALSE,NA
"19584","TK1","ENSG00000167900",FALSE,FALSE,NA
"19585","AFMID","ENSG00000183077",TRUE,FALSE,NA
"19586","BIRC5","ENSG00000089685",FALSE,FALSE,NA
"19587","TMEM235","ENSG00000204278",TRUE,FALSE,NA
"19588","LINC01993","ENSG00000204277",FALSE,FALSE,NA
"19589","AC087645.2","ENSG00000267737",FALSE,FALSE,NA
"19590","SOCS3","ENSG00000184557",FALSE,FALSE,NA
"19591","AC061992.1","ENSG00000266970",FALSE,FALSE,NA
"19592","PGS1","ENSG00000087157",TRUE,FALSE,NA
"19593","DNAH17","ENSG00000187775",TRUE,FALSE,NA
"19594","LINC02081","ENSG00000267123",FALSE,FALSE,NA
"19595","CYTH1","ENSG00000108669",TRUE,FALSE,NA
"19596","USP36","ENSG00000055483",TRUE,FALSE,NA
"19597","TIMP2","ENSG00000035862",TRUE,FALSE,NA
"19598","LGALS3BP","ENSG00000108679",TRUE,FALSE,NA
"19599","CANT1","ENSG00000171302",TRUE,FALSE,NA
"19600","C1QTNF1","ENSG00000173918",FALSE,FALSE,NA
"19601","ENGASE","ENSG00000167280",FALSE,FALSE,NA
"19602","RBFOX3","ENSG00000167281",TRUE,FALSE,NA
"19603","CBX2","ENSG00000173894",FALSE,FALSE,NA
"19604","CBX8","ENSG00000141570",FALSE,FALSE,NA
"19605","CBX4","ENSG00000141582",TRUE,FALSE,NA
"19606","LINC01978","ENSG00000262188",FALSE,FALSE,NA
"19607","TBC1D16","ENSG00000167291",TRUE,FALSE,NA
"19608","CCDC40","ENSG00000141519",TRUE,FALSE,NA
"19609","GAA","ENSG00000171298",TRUE,FALSE,NA
"19610","EIF4A3","ENSG00000141543",FALSE,FALSE,NA
"19611","AC087741.2","ENSG00000275479",FALSE,FALSE,NA
"19612","CARD14","ENSG00000141527",FALSE,FALSE,NA
"19613","AC087741.1","ENSG00000262580",FALSE,FALSE,NA
"19614","SGSH","ENSG00000181523",FALSE,FALSE,NA
"19615","SLC26A11","ENSG00000181045",TRUE,FALSE,NA
"19616","RNF213","ENSG00000173821",TRUE,TRUE,438
"19617","AC124319.3","ENSG00000276863",FALSE,FALSE,NA
"19618","AC124319.2","ENSG00000263069",TRUE,FALSE,NA
"19619","ENDOV","ENSG00000173818",TRUE,FALSE,NA
"19620","NPTX1","ENSG00000171246",TRUE,FALSE,NA
"19621","RPTOR","ENSG00000141564",TRUE,TRUE,736
"19622","AC127496.1","ENSG00000261924",FALSE,FALSE,NA
"19623","CHMP6","ENSG00000176108",FALSE,FALSE,NA
"19624","AC127496.5","ENSG00000262873",FALSE,FALSE,NA
"19625","BAIAP2-DT","ENSG00000226137",FALSE,FALSE,NA
"19626","BAIAP2","ENSG00000175866",TRUE,FALSE,NA
"19627","AATK","ENSG00000181409",TRUE,FALSE,NA
"19628","PVALEF","ENSG00000225180",TRUE,FALSE,NA
"19629","CEP131","ENSG00000141577",FALSE,FALSE,NA
"19630","TEPSIN","ENSG00000167302",FALSE,FALSE,NA
"19631","NDUFAF8","ENSG00000224877",TRUE,FALSE,NA
"19632","SLC38A10","ENSG00000157637",TRUE,FALSE,NA
"19633","AC027601.4","ENSG00000276101",FALSE,FALSE,NA
"19634","AC110285.6","ENSG00000275966",FALSE,FALSE,NA
"19635","AC110285.3","ENSG00000263154",FALSE,FALSE,NA
"19636","AC110285.1","ENSG00000262223",TRUE,FALSE,NA
"19637","AC110285.5","ENSG00000274833",FALSE,FALSE,NA
"19638","AC110285.2","ENSG00000262877",TRUE,FALSE,NA
"19639","BAHCC1","ENSG00000266074",TRUE,FALSE,NA
"19640","LINC01971","ENSG00000278200",FALSE,FALSE,NA
"19641","ACTG1","ENSG00000184009",TRUE,FALSE,NA
"19642","AC139149.1","ENSG00000229848",FALSE,FALSE,NA
"19643","FAAP100","ENSG00000185504",FALSE,FALSE,NA
"19644","NPLOC4","ENSG00000182446",TRUE,FALSE,NA
"19645","TSPAN10","ENSG00000182612",FALSE,FALSE,NA
"19646","PDE6G","ENSG00000185527",FALSE,FALSE,NA
"19647","OXLD1","ENSG00000204237",FALSE,FALSE,NA
"19648","CCDC137","ENSG00000185298",TRUE,FALSE,NA
"19649","ARL16","ENSG00000214087",TRUE,FALSE,NA
"19650","HGS","ENSG00000185359",TRUE,FALSE,NA
"19651","AC139530.3","ENSG00000275902",FALSE,FALSE,NA
"19652","AC139530.1","ENSG00000262049",FALSE,FALSE,NA
"19653","AC139530.2","ENSG00000262660",FALSE,FALSE,NA
"19654","SLC25A10","ENSG00000183048",FALSE,FALSE,NA
"19655","MCRIP1","ENSG00000225663",TRUE,FALSE,NA
"19656","P4HB","ENSG00000185624",TRUE,FALSE,NA
"19657","ARHGDIA","ENSG00000141522",TRUE,FALSE,NA
"19658","AC145207.5","ENSG00000263731",FALSE,FALSE,NA
"19659","ALYREF","ENSG00000183684",FALSE,FALSE,NA
"19660","ANAPC11","ENSG00000141552",TRUE,FALSE,NA
"19661","NPB","ENSG00000183979",FALSE,FALSE,NA
"19662","PCYT2","ENSG00000185813",FALSE,FALSE,NA
"19663","SIRT7","ENSG00000187531",TRUE,FALSE,NA
"19664","MAFG","ENSG00000197063",TRUE,FALSE,NA
"19665","MAFG-DT","ENSG00000265688",FALSE,FALSE,NA
"19666","PYCR1","ENSG00000183010",FALSE,FALSE,NA
"19667","MYADML2","ENSG00000185105",FALSE,FALSE,NA
"19668","AC145207.1","ENSG00000235296",FALSE,FALSE,NA
"19669","NOTUM","ENSG00000185269",FALSE,FALSE,NA
"19670","ASPSCR1","ENSG00000169696",TRUE,FALSE,NA
"19671","CENPX","ENSG00000169689",FALSE,FALSE,NA
"19672","LRRC45","ENSG00000169683",FALSE,FALSE,NA
"19673","RAC3","ENSG00000169750",FALSE,FALSE,NA
"19674","DCXR","ENSG00000169738",FALSE,FALSE,NA
"19675","AC137723.1","ENSG00000264569",FALSE,FALSE,NA
"19676","RFNG","ENSG00000169733",TRUE,FALSE,NA
"19677","GPS1","ENSG00000169727",TRUE,FALSE,NA
"19678","DUS1L","ENSG00000169718",TRUE,FALSE,NA
"19679","FASN","ENSG00000169710",TRUE,FALSE,NA
"19680","CCDC57","ENSG00000176155",TRUE,FALSE,NA
"19681","AC132872.2","ENSG00000264548",FALSE,FALSE,NA
"19682","SLC16A3","ENSG00000141526",FALSE,FALSE,NA
"19683","CSNK1D","ENSG00000141551",TRUE,FALSE,NA
"19684","LINC01970","ENSG00000265692",FALSE,FALSE,NA
"19685","AC132872.1","ENSG00000260563",FALSE,FALSE,NA
"19686","AC132938.1","ENSG00000260011",FALSE,FALSE,NA
"19687","OGFOD3","ENSG00000181396",TRUE,FALSE,NA
"19688","HEXDC","ENSG00000169660",TRUE,FALSE,NA
"19689","CYBC1","ENSG00000178927",TRUE,FALSE,NA
"19690","AC132938.3","ENSG00000265458",FALSE,FALSE,NA
"19691","NARF","ENSG00000141562",TRUE,FALSE,NA
"19692","FOXK2","ENSG00000141568",TRUE,TRUE,322
"19693","AC124283.1","ENSG00000261845",FALSE,FALSE,NA
"19694","WDR45B","ENSG00000141580",TRUE,FALSE,NA
"19695","RAB40B","ENSG00000141542",TRUE,FALSE,NA
"19696","AC024361.2","ENSG00000263063",FALSE,FALSE,NA
"19697","FN3KRP","ENSG00000141560",TRUE,FALSE,NA
"19698","FN3K","ENSG00000167363",TRUE,FALSE,NA
"19699","TBCD","ENSG00000141556",TRUE,FALSE,NA
"19700","ZNF750","ENSG00000141579",FALSE,FALSE,NA
"19701","B3GNTL1","ENSG00000175711",TRUE,FALSE,NA
"19702","METRNL","ENSG00000176845",FALSE,FALSE,NA
"19703","AC139099.2","ENSG00000262898",FALSE,FALSE,NA
"19704","AC139099.3","ENSG00000262952",FALSE,FALSE,NA
"19705","AP005530.1","ENSG00000263305",FALSE,FALSE,NA
"19706","AP001005.3","ENSG00000282965",FALSE,FALSE,NA
"19707","USP14","ENSG00000101557",TRUE,FALSE,NA
"19708","THOC1","ENSG00000079134",TRUE,FALSE,NA
"19709","AP000845.1","ENSG00000263884",FALSE,FALSE,NA
"19710","COLEC12","ENSG00000158270",TRUE,FALSE,NA
"19711","LINC01925","ENSG00000264265",FALSE,FALSE,NA
"19712","CLUL1","ENSG00000079101",FALSE,FALSE,NA
"19713","AP001178.3","ENSG00000266456",FALSE,FALSE,NA
"19714","TYMS","ENSG00000176890",TRUE,FALSE,NA
"19715","ENOSF1","ENSG00000132199",TRUE,FALSE,NA
"19716","YES1","ENSG00000176105",TRUE,FALSE,NA
"19717","AP000894.3","ENSG00000265671",FALSE,FALSE,NA
"19718","ADCYAP1","ENSG00000141433",FALSE,FALSE,NA
"19719","AP005328.2","ENSG00000272461",FALSE,FALSE,NA
"19720","AP005328.1","ENSG00000263551",TRUE,FALSE,NA
"19721","LINC00470","ENSG00000132204",FALSE,FALSE,NA
"19722","AC008109.1","ENSG00000266602",FALSE,FALSE,NA
"19723","AC019183.1","ENSG00000266450",FALSE,FALSE,NA
"19724","AP005230.1","ENSG00000263745",TRUE,FALSE,NA
"19725","METTL4","ENSG00000101574",TRUE,FALSE,NA
"19726","NDC80","ENSG00000080986",FALSE,FALSE,NA
"19727","SMCHD1","ENSG00000101596",TRUE,TRUE,603
"19728","AP001011.1","ENSG00000266049",TRUE,FALSE,NA
"19729","EMILIN2","ENSG00000132205",FALSE,FALSE,NA
"19730","LPIN2","ENSG00000101577",TRUE,FALSE,NA
"19731","AP000919.2","ENSG00000265907",FALSE,FALSE,NA
"19732","AP000919.3","ENSG00000266397",FALSE,FALSE,NA
"19733","MYOM1","ENSG00000101605",TRUE,FALSE,NA
"19734","AP005329.2","ENSG00000265399",FALSE,FALSE,NA
"19735","AP005329.3","ENSG00000272688",FALSE,FALSE,NA
"19736","MYL12A","ENSG00000101608",FALSE,FALSE,NA
"19737","AP005329.1","ENSG00000264235",FALSE,FALSE,NA
"19738","MYL12B","ENSG00000118680",TRUE,FALSE,NA
"19739","AP001025.1","ENSG00000266578",FALSE,FALSE,NA
"19740","TGIF1","ENSG00000177426",FALSE,FALSE,NA
"19741","GAPLINC","ENSG00000266835",FALSE,FALSE,NA
"19742","DLGAP1","ENSG00000170579",TRUE,FALSE,NA
"19743","DLGAP1-AS1","ENSG00000177337",FALSE,FALSE,NA
"19744","DLGAP1-AS2","ENSG00000262001",FALSE,FALSE,NA
"19745","AP002478.1","ENSG00000266401",FALSE,FALSE,NA
"19746","DLGAP1-AS3","ENSG00000263724",FALSE,FALSE,NA
"19747","DLGAP1-AS4","ENSG00000263878",TRUE,FALSE,NA
"19748","DLGAP1-AS5","ENSG00000261520",FALSE,FALSE,NA
"19749","AP005203.1","ENSG00000266268",FALSE,FALSE,NA
"19750","AKAIN1","ENSG00000231824",FALSE,FALSE,NA
"19751","AP001496.2","ENSG00000265091",FALSE,FALSE,NA
"19752","LINC00667","ENSG00000263753",TRUE,FALSE,NA
"19753","ZBTB14","ENSG00000198081",FALSE,FALSE,NA
"19754","AP005671.1","ENSG00000266288",FALSE,FALSE,NA
"19755","EPB41L3","ENSG00000082397",TRUE,FALSE,NA
"19756","AP005059.2","ENSG00000265316",FALSE,FALSE,NA
"19757","AP005059.1","ENSG00000264000",FALSE,FALSE,NA
"19758","MIR3976HG","ENSG00000261738",FALSE,FALSE,NA
"19759","TMEM200C","ENSG00000206432",FALSE,FALSE,NA
"19760","AP005433.1","ENSG00000264449",TRUE,FALSE,NA
"19761","L3MBTL4","ENSG00000154655",TRUE,FALSE,NA
"19762","AP001021.1","ENSG00000265487",FALSE,FALSE,NA
"19763","AP001021.2","ENSG00000266846",FALSE,FALSE,NA
"19764","L3MBTL4-AS1","ENSG00000264707",FALSE,FALSE,NA
"19765","LINC01387","ENSG00000265944",FALSE,FALSE,NA
"19766","ARHGAP28","ENSG00000088756",TRUE,FALSE,NA
"19767","LAMA1","ENSG00000101680",TRUE,FALSE,NA
"19768","PTPRM","ENSG00000173482",TRUE,FALSE,NA
"19769","AP000897.2","ENSG00000266767",FALSE,FALSE,NA
"19770","RAB12","ENSG00000206418",TRUE,FALSE,NA
"19771","GACAT2","ENSG00000265962",FALSE,FALSE,NA
"19772","MTCL1","ENSG00000168502",TRUE,FALSE,NA
"19773","NDUFV2","ENSG00000178127",TRUE,FALSE,NA
"19774","AP005899.1","ENSG00000263847",FALSE,FALSE,NA
"19775","NDUFV2-AS1","ENSG00000266053",TRUE,FALSE,NA
"19776","ANKRD12","ENSG00000101745",TRUE,TRUE,558
"19777","AP001033.1","ENSG00000264964",FALSE,FALSE,NA
"19778","TWSG1","ENSG00000128791",TRUE,FALSE,NA
"19779","RALBP1","ENSG00000017797",TRUE,FALSE,NA
"19780","PPP4R1","ENSG00000154845",TRUE,FALSE,NA
"19781","PPP4R1-AS1","ENSG00000263627",FALSE,FALSE,NA
"19782","RAB31","ENSG00000168461",TRUE,FALSE,NA
"19783","VAPA","ENSG00000101558",TRUE,TRUE,754
"19784","APCDD1","ENSG00000154856",TRUE,FALSE,NA
