"","Symbol","ensembl_id","top50","PropZero_filter","rank_invar"
"4866","PPM1L","ENSG00000163590",TRUE,FALSE,NA
"4867","B3GALNT1","ENSG00000169255",TRUE,FALSE,NA
"4868","NMD3","ENSG00000169251",TRUE,FALSE,NA
"4869","SPTSSB","ENSG00000196542",FALSE,FALSE,NA
"4870","LINC02067","ENSG00000240567",FALSE,FALSE,NA
"4871","AC128685.1","ENSG00000241168",FALSE,FALSE,NA
"4872","LINC01192","ENSG00000241369",FALSE,FALSE,NA
"4873","LINC01324","ENSG00000241767",FALSE,FALSE,NA
"4874","SI","ENSG00000090402",FALSE,FALSE,NA
"4875","LINC02023","ENSG00000239205",FALSE,FALSE,NA
"4876","SLITRK3","ENSG00000121871",TRUE,FALSE,NA
"4877","LINC01322","ENSG00000244128",TRUE,FALSE,NA
"4878","BCHE","ENSG00000114200",TRUE,FALSE,NA
"4879","AC069439.2","ENSG00000240033",FALSE,FALSE,NA
"4880","ZBBX","ENSG00000169064",TRUE,FALSE,NA
"4881","SERPINI2","ENSG00000114204",TRUE,FALSE,NA
"4882","WDR49","ENSG00000174776",TRUE,FALSE,NA
"4883","PDCD10","ENSG00000114209",TRUE,FALSE,NA
"4884","SERPINI1","ENSG00000163536",TRUE,FALSE,NA
"4885","GOLIM4","ENSG00000173905",TRUE,FALSE,NA
"4886","AC124893.1","ENSG00000241882",FALSE,FALSE,NA
"4887","LINC02082","ENSG00000242268",TRUE,FALSE,NA
"4888","AC092954.1","ENSG00000272797",FALSE,FALSE,NA
"4889","AC092954.2","ENSG00000273177",FALSE,FALSE,NA
"4890","MECOM","ENSG00000085276",TRUE,FALSE,NA
"4891","ACTRT3","ENSG00000184378",FALSE,FALSE,NA
"4892","AC078802.1","ENSG00000269889",FALSE,FALSE,NA
"4893","MYNN","ENSG00000085274",TRUE,FALSE,NA
"4894","AC078795.1","ENSG00000269984",FALSE,FALSE,NA
"4895","LRRC34","ENSG00000171757",TRUE,FALSE,NA
"4896","AC078795.3","ENSG00000270135",FALSE,FALSE,NA
"4897","AC078795.2","ENSG00000270096",FALSE,FALSE,NA
"4898","LRRIQ4","ENSG00000188306",FALSE,FALSE,NA
"4899","LRRC31","ENSG00000114248",FALSE,FALSE,NA
"4900","SAMD7","ENSG00000187033",FALSE,FALSE,NA
"4901","AC008040.1","ENSG00000239219",FALSE,FALSE,NA
"4902","SEC62","ENSG00000008952",TRUE,FALSE,NA
"4903","SEC62-AS1","ENSG00000240373",FALSE,FALSE,NA
"4904","GPR160","ENSG00000173890",FALSE,FALSE,NA
"4905","PHC3","ENSG00000173889",TRUE,TRUE,519
"4906","AC008040.5","ENSG00000268220",FALSE,FALSE,NA
"4907","PRKCI","ENSG00000163558",TRUE,FALSE,NA
"4908","AC073288.1","ENSG00000239628",FALSE,FALSE,NA
"4909","SKIL","ENSG00000136603",TRUE,FALSE,NA
"4910","AC073288.2","ENSG00000242578",FALSE,FALSE,NA
"4911","AC026316.5","ENSG00000285218",TRUE,FALSE,NA
"4912","SLC7A14","ENSG00000013293",TRUE,FALSE,NA
"4913","RPL22L1","ENSG00000163584",FALSE,FALSE,NA
"4914","EIF5A2","ENSG00000163577",FALSE,FALSE,NA
"4915","SLC2A2","ENSG00000163581",FALSE,FALSE,NA
"4916","TNIK","ENSG00000154310",TRUE,FALSE,NA
"4917","PLD1","ENSG00000075651",TRUE,FALSE,NA
"4918","TMEM212","ENSG00000186329",FALSE,FALSE,NA
"4919","TMEM212-AS1","ENSG00000234717",FALSE,FALSE,NA
"4920","FNDC3B","ENSG00000075420",TRUE,FALSE,NA
"4921","GHSR","ENSG00000121853",FALSE,FALSE,NA
"4922","TNFSF10","ENSG00000121858",FALSE,FALSE,NA
"4923","LINC02068","ENSG00000223387",FALSE,FALSE,NA
"4924","NCEH1","ENSG00000144959",TRUE,FALSE,NA
"4925","ECT2","ENSG00000114346",FALSE,FALSE,NA
"4926","SPATA16","ENSG00000144962",FALSE,FALSE,NA
"4927","AC068759.1","ENSG00000237473",FALSE,FALSE,NA
"4928","NLGN1","ENSG00000169760",TRUE,FALSE,NA
"4929","NLGN1-AS1","ENSG00000228213",FALSE,FALSE,NA
"4930","NAALADL2","ENSG00000177694",TRUE,FALSE,NA
"4931","NAALADL2-AS2","ENSG00000226779",FALSE,FALSE,NA
"4932","LINC01208","ENSG00000223715",FALSE,FALSE,NA
"4933","AC092920.1","ENSG00000232461",FALSE,FALSE,NA
"4934","TBL1XR1","ENSG00000177565",TRUE,TRUE,261.5
"4935","TBL1XR1-AS1","ENSG00000231310",FALSE,FALSE,NA
"4936","LINC00501","ENSG00000203645",FALSE,FALSE,NA
"4937","AC117465.1","ENSG00000226782",FALSE,FALSE,NA
"4938","LINC00578","ENSG00000228221",TRUE,FALSE,NA
"4939","LINC02015","ENSG00000231574",FALSE,FALSE,NA
"4940","AC007953.2","ENSG00000270321",FALSE,FALSE,NA
"4941","AC109779.1","ENSG00000223930",TRUE,FALSE,NA
"4942","KCNMB2","ENSG00000197584",FALSE,FALSE,NA
"4943","KCNMB2-AS1","ENSG00000237978",TRUE,FALSE,NA
"4944","ZMAT3","ENSG00000172667",TRUE,FALSE,NA
"4945","AC076966.1","ENSG00000229102",FALSE,FALSE,NA
"4946","PIK3CA","ENSG00000121879",TRUE,FALSE,NA
"4947","KCNMB3","ENSG00000171121",TRUE,FALSE,NA
"4948","ZNF639","ENSG00000121864",TRUE,FALSE,NA
"4949","AC007823.1","ENSG00000260743",FALSE,FALSE,NA
"4950","MFN1","ENSG00000171109",TRUE,FALSE,NA
"4951","GNB4","ENSG00000114450",TRUE,FALSE,NA
"4952","AC007620.2","ENSG00000242539",FALSE,FALSE,NA
"4953","AC007620.3","ENSG00000272699",FALSE,FALSE,NA
"4954","ACTL6A","ENSG00000136518",TRUE,FALSE,NA
"4955","MRPL47","ENSG00000136522",TRUE,FALSE,NA
"4956","NDUFB5","ENSG00000136521",TRUE,FALSE,NA
"4957","USP13","ENSG00000058056",TRUE,FALSE,NA
"4958","PEX5L","ENSG00000114757",TRUE,FALSE,NA
"4959","PEX5L-AS1","ENSG00000243799",FALSE,FALSE,NA
"4960","PEX5L-AS2","ENSG00000244302",FALSE,FALSE,NA
"4961","AC125618.1","ENSG00000239774",FALSE,FALSE,NA
"4962","TTC14","ENSG00000163728",TRUE,TRUE,777
"4963","CCDC39","ENSG00000284862",FALSE,FALSE,NA
"4964","CCDC39","ENSG00000145075",FALSE,FALSE,NA
"4965","CCDC39-AS1","ENSG00000243187",FALSE,FALSE,NA
"4966","FXR1","ENSG00000114416",TRUE,TRUE,745
"4967","DNAJC19","ENSG00000205981",TRUE,FALSE,NA
"4968","AC022294.1","ENSG00000241231",TRUE,FALSE,NA
"4969","AC125613.1","ENSG00000239381",TRUE,FALSE,NA
"4970","SOX2","ENSG00000181449",TRUE,FALSE,NA
"4971","LINC01206","ENSG00000242512",FALSE,FALSE,NA
"4972","LINC01994","ENSG00000241098",FALSE,FALSE,NA
"4973","AC069431.1","ENSG00000240063",FALSE,FALSE,NA
"4974","ATP11B","ENSG00000058063",TRUE,TRUE,212
"4975","DCUN1D1","ENSG00000043093",TRUE,FALSE,NA
"4976","MCCC1","ENSG00000078070",TRUE,FALSE,NA
"4977","LAMP3","ENSG00000078081",FALSE,FALSE,NA
"4978","MCF2L2","ENSG00000053524",TRUE,FALSE,NA
"4979","B3GNT5","ENSG00000176597",TRUE,FALSE,NA
"4980","KLHL6","ENSG00000172578",FALSE,FALSE,NA
"4981","KLHL24","ENSG00000114796",TRUE,TRUE,568
"4982","YEATS2","ENSG00000163872",TRUE,FALSE,NA
"4983","YEATS2-AS1","ENSG00000233885",FALSE,FALSE,NA
"4984","AC131160.1","ENSG00000283765",FALSE,FALSE,NA
"4985","ABCC5","ENSG00000114770",TRUE,FALSE,NA
"4986","ABCC5-AS1","ENSG00000223882",FALSE,FALSE,NA
"4987","HTR3C","ENSG00000178084",FALSE,FALSE,NA
"4988","HTR3E-AS1","ENSG00000238020",FALSE,FALSE,NA
"4989","HTR3E","ENSG00000186038",FALSE,FALSE,NA
"4990","AC131235.3","ENSG00000272721",FALSE,FALSE,NA
"4991","EIF2B5","ENSG00000145191",TRUE,FALSE,NA
"4992","DVL3","ENSG00000161202",TRUE,FALSE,NA
"4993","AP2M1","ENSG00000161203",TRUE,FALSE,NA
"4994","ABCF3","ENSG00000161204",FALSE,FALSE,NA
"4995","VWA5B2","ENSG00000145198",TRUE,FALSE,NA
"4996","ALG3","ENSG00000214160",FALSE,FALSE,NA
"4997","EEF1AKMT4-ECE2","ENSG00000284917",FALSE,FALSE,NA
"4998","CAMK2N2","ENSG00000163888",FALSE,FALSE,NA
"4999","PSMD2","ENSG00000175166",TRUE,FALSE,NA
"5000","EIF4G1","ENSG00000114867",TRUE,FALSE,NA
"5001","FAM131A","ENSG00000175182",TRUE,FALSE,NA
"5002","CLCN2","ENSG00000114859",TRUE,FALSE,NA
"5003","POLR2H","ENSG00000163882",TRUE,FALSE,NA
"5004","THPO","ENSG00000090534",FALSE,FALSE,NA
"5005","CHRD","ENSG00000090539",FALSE,FALSE,NA
"5006","LINC02054","ENSG00000224153",FALSE,FALSE,NA
"5007","LINC01840","ENSG00000230215",FALSE,FALSE,NA
"5008","EPHB3","ENSG00000182580",FALSE,FALSE,NA
"5009","MAGEF1","ENSG00000177383",FALSE,FALSE,NA
"5010","AC107294.2","ENSG00000272970",FALSE,FALSE,NA
"5011","AC107294.1","ENSG00000272922",FALSE,FALSE,NA
"5012","LINC02069","ENSG00000229433",FALSE,FALSE,NA
"5013","VPS8","ENSG00000156931",TRUE,TRUE,546
"5014","C3orf70","ENSG00000187068",TRUE,FALSE,NA
"5015","EHHADH-AS1","ENSG00000223358",FALSE,FALSE,NA
"5016","EHHADH","ENSG00000113790",TRUE,FALSE,NA
"5017","MAP3K13","ENSG00000073803",TRUE,FALSE,NA
"5018","TMEM41A","ENSG00000163900",TRUE,FALSE,NA
"5019","LIPH","ENSG00000163898",FALSE,FALSE,NA
"5020","SENP2","ENSG00000163904",TRUE,FALSE,NA
"5021","IGF2BP2","ENSG00000073792",FALSE,FALSE,NA
"5022","TRA2B","ENSG00000136527",TRUE,TRUE,424.5
"5023","ETV5","ENSG00000244405",TRUE,FALSE,NA
"5024","DGKG","ENSG00000058866",TRUE,FALSE,NA
"5025","CRYGS","ENSG00000213139",FALSE,FALSE,NA
"5026","TBCCD1","ENSG00000113838",TRUE,FALSE,NA
"5027","DNAJB11","ENSG00000090520",TRUE,FALSE,NA
"5028","AC068631.1","ENSG00000197099",FALSE,FALSE,NA
"5029","AC068631.2","ENSG00000283149",FALSE,FALSE,NA
"5030","AHSG","ENSG00000145192",FALSE,FALSE,NA
"5031","KNG1","ENSG00000113889",FALSE,FALSE,NA
"5032","AC112907.3","ENSG00000263826",FALSE,FALSE,NA
"5033","EIF4A2","ENSG00000156976",TRUE,FALSE,NA
"5034","RFC4","ENSG00000163918",FALSE,FALSE,NA
"5035","AC112907.1","ENSG00000231724",FALSE,FALSE,NA
"5036","LINC02043","ENSG00000232233",FALSE,FALSE,NA
"5037","ST6GAL1","ENSG00000073849",TRUE,FALSE,NA
"5038","RPL39L","ENSG00000163923",FALSE,FALSE,NA
"5039","RTP1","ENSG00000175077",FALSE,FALSE,NA
"5040","MASP1","ENSG00000127241",FALSE,FALSE,NA
"5041","AC007920.2","ENSG00000283175",FALSE,FALSE,NA
"5042","SST","ENSG00000157005",TRUE,FALSE,NA
"5043","AC072022.1","ENSG00000228804",FALSE,FALSE,NA
"5044","BCL6","ENSG00000113916",TRUE,FALSE,NA
"5045","AC022498.1","ENSG00000234238",FALSE,FALSE,NA
"5046","LPP-AS2","ENSG00000270959",FALSE,FALSE,NA
"5047","LPP","ENSG00000145012",TRUE,TRUE,709
"5048","TPRG1-AS1","ENSG00000234076",FALSE,FALSE,NA
"5049","TPRG1","ENSG00000188001",TRUE,FALSE,NA
"5050","TP63","ENSG00000073282",FALSE,FALSE,NA
"5051","P3H2","ENSG00000090530",TRUE,FALSE,NA
"5052","P3H2-AS1","ENSG00000225764",TRUE,FALSE,NA
"5053","CLDN1","ENSG00000163347",FALSE,FALSE,NA
"5054","CLDN16","ENSG00000113946",TRUE,FALSE,NA
"5055","IL1RAP","ENSG00000196083",TRUE,FALSE,NA
"5056","GMNC","ENSG00000205835",FALSE,FALSE,NA
"5057","OSTN","ENSG00000188729",FALSE,FALSE,NA
"5058","UTS2B","ENSG00000188958",FALSE,FALSE,NA
"5059","CCDC50","ENSG00000152492",TRUE,FALSE,NA
"5060","AC073365.1","ENSG00000223812",TRUE,FALSE,NA
"5061","FGF12","ENSG00000114279",TRUE,FALSE,NA
"5062","FGF12-AS1","ENSG00000231383",FALSE,FALSE,NA
"5063","FGF12-AS3","ENSG00000226709",FALSE,FALSE,NA
"5064","MB21D2","ENSG00000180611",TRUE,FALSE,NA
"5065","AC092966.1","ENSG00000232130",FALSE,FALSE,NA
"5066","HRASLS","ENSG00000127252",TRUE,FALSE,NA
"5067","ATP13A5","ENSG00000187527",TRUE,FALSE,NA
"5068","ATP13A5-AS1","ENSG00000236508",FALSE,FALSE,NA
"5069","ATP13A4","ENSG00000127249",TRUE,FALSE,NA
"5070","OPA1","ENSG00000198836",TRUE,FALSE,NA
"5071","OPA1-AS1","ENSG00000224855",FALSE,FALSE,NA
"5072","LINC02026","ENSG00000214146",FALSE,FALSE,NA
"5073","AC024559.1","ENSG00000238043",FALSE,FALSE,NA
"5074","AC024559.2","ENSG00000276407",FALSE,FALSE,NA
"5075","HES1","ENSG00000114315",TRUE,FALSE,NA
"5076","LINC02036","ENSG00000225742",FALSE,FALSE,NA
"5077","LINC00887","ENSG00000214145",FALSE,FALSE,NA
"5078","ATP13A3","ENSG00000133657",TRUE,FALSE,NA
"5079","LINC00884","ENSG00000233058",TRUE,FALSE,NA
"5080","TMEM44-AS1","ENSG00000231770",TRUE,FALSE,NA
"5081","TMEM44","ENSG00000145014",TRUE,FALSE,NA
"5082","AC046143.1","ENSG00000229334",FALSE,FALSE,NA
"5083","LSG1","ENSG00000041802",TRUE,FALSE,NA
"5084","FAM43A","ENSG00000185112",FALSE,FALSE,NA
"5085","LINC01968","ENSG00000237222",FALSE,FALSE,NA
"5086","XXYLT1","ENSG00000173950",TRUE,FALSE,NA
"5087","ACAP2","ENSG00000114331",TRUE,TRUE,118
"5088","PPP1R2","ENSG00000184203",TRUE,FALSE,NA
"5089","AC069213.1","ENSG00000223711",FALSE,FALSE,NA
"5090","APOD","ENSG00000189058",TRUE,FALSE,NA
"5091","AC233280.1","ENSG00000229178",FALSE,FALSE,NA
"5092","MUC20-OT1","ENSG00000242086",TRUE,TRUE,562
"5093","MUC20","ENSG00000176945",FALSE,FALSE,NA
"5094","MUC4","ENSG00000145113",FALSE,FALSE,NA
"5095","LINC01983","ENSG00000223783",FALSE,FALSE,NA
"5096","TNK2","ENSG00000061938",TRUE,FALSE,NA
"5097","AC124944.1","ENSG00000226155",FALSE,FALSE,NA
"5098","TFRC","ENSG00000072274",TRUE,FALSE,NA
"5099","ZDHHC19","ENSG00000163958",FALSE,FALSE,NA
"5100","SLC51A","ENSG00000163959",FALSE,FALSE,NA
"5101","PCYT1A","ENSG00000161217",TRUE,FALSE,NA
"5102","AC069257.3","ENSG00000272741",FALSE,FALSE,NA
"5103","TM4SF19-AS1","ENSG00000235897",FALSE,FALSE,NA
"5104","UBXN7","ENSG00000163960",TRUE,FALSE,NA
"5105","RNF168","ENSG00000163961",TRUE,FALSE,NA
"5106","SMCO1","ENSG00000214097",FALSE,FALSE,NA
"5107","WDR53","ENSG00000185798",TRUE,FALSE,NA
"5108","FBXO45","ENSG00000174013",TRUE,FALSE,NA
"5109","LINC01063","ENSG00000232065",FALSE,FALSE,NA
"5110","PIGX","ENSG00000163964",TRUE,FALSE,NA
"5111","CEP19","ENSG00000174007",FALSE,FALSE,NA
"5112","PAK2","ENSG00000180370",TRUE,TRUE,381
"5113","SENP5","ENSG00000119231",TRUE,FALSE,NA
"5114","NCBP2","ENSG00000114503",TRUE,FALSE,NA
"5115","NCBP2-AS1","ENSG00000225578",FALSE,FALSE,NA
"5116","NCBP2-AS2","ENSG00000270170",FALSE,FALSE,NA
"5117","PIGZ","ENSG00000119227",TRUE,FALSE,NA
"5118","MELTF","ENSG00000163975",FALSE,FALSE,NA
"5119","MELTF-AS1","ENSG00000228109",FALSE,FALSE,NA
"5120","DLG1","ENSG00000075711",TRUE,TRUE,490
"5121","DLG1-AS1","ENSG00000227375",FALSE,FALSE,NA
"5122","AC128709.2","ENSG00000235126",FALSE,FALSE,NA
"5123","AC128709.3","ENSG00000237167",FALSE,FALSE,NA
"5124","LINC02012","ENSG00000272989",FALSE,FALSE,NA
"5125","BDH1","ENSG00000161267",TRUE,FALSE,NA
"5126","AC024560.3","ENSG00000273308",FALSE,FALSE,NA
"5127","AC024560.1","ENSG00000236833",FALSE,FALSE,NA
"5128","RUBCN","ENSG00000145016",TRUE,FALSE,NA
"5129","FYTTD1","ENSG00000122068",TRUE,FALSE,NA
"5130","AC055764.2","ENSG00000273375",FALSE,FALSE,NA
"5131","LRCH3","ENSG00000186001",TRUE,TRUE,492
"5132","IQCG","ENSG00000114473",TRUE,FALSE,NA
"5133","RPL35A","ENSG00000182899",TRUE,FALSE,NA
"5134","LMLN","ENSG00000185621",TRUE,FALSE,NA
"5135","LMLN-AS1","ENSG00000232832",FALSE,FALSE,NA
"5136","ZNF595","ENSG00000272602",TRUE,FALSE,NA
"5137","ZNF718","ENSG00000250312",TRUE,FALSE,NA
"5138","ZNF732","ENSG00000186777",FALSE,FALSE,NA
"5139","ZNF141","ENSG00000131127",TRUE,FALSE,NA
"5140","AC092574.2","ENSG00000281016",TRUE,FALSE,NA
"5141","AC092574.1","ENSG00000272885",FALSE,FALSE,NA
"5142","ZNF721","ENSG00000182903",TRUE,TRUE,732
"5143","PIGG","ENSG00000174227",TRUE,FALSE,NA
"5144","AC116565.1","ENSG00000273238",FALSE,FALSE,NA
"5145","AC116565.2","ENSG00000283183",TRUE,FALSE,NA
"5146","PDE6B","ENSG00000133256",TRUE,FALSE,NA
"5147","AC107464.1","ENSG00000242686",FALSE,FALSE,NA
"5148","AC107464.3","ENSG00000272927",FALSE,FALSE,NA
"5149","ATP5ME","ENSG00000169020",TRUE,FALSE,NA
"5150","MYL5","ENSG00000215375",FALSE,FALSE,NA
"5151","SLC49A3","ENSG00000169026",FALSE,FALSE,NA
"5152","PCGF3","ENSG00000185619",TRUE,FALSE,NA
"5153","AC139887.4","ENSG00000272588",FALSE,FALSE,NA
"5154","AC139887.2","ENSG00000249592",TRUE,TRUE,564
"5155","CPLX1","ENSG00000168993",TRUE,FALSE,NA
"5156","GAK","ENSG00000178950",TRUE,FALSE,NA
"5157","TMEM175","ENSG00000127419",TRUE,FALSE,NA
"5158","DGKQ","ENSG00000145214",TRUE,FALSE,NA
"5159","SLC26A1","ENSG00000145217",FALSE,FALSE,NA
"5160","IDUA","ENSG00000127415",FALSE,FALSE,NA
"5161","FGFRL1","ENSG00000127418",FALSE,FALSE,NA
"5162","RNF212","ENSG00000178222",TRUE,FALSE,NA
"5163","AC092535.3","ENSG00000251652",TRUE,FALSE,NA
"5164","AC092535.1","ENSG00000227189",FALSE,FALSE,NA
"5165","SPON2","ENSG00000159674",FALSE,FALSE,NA
"5166","AC092535.4","ENSG00000273179",FALSE,FALSE,NA
"5167","CTBP1-AS","ENSG00000280927",FALSE,FALSE,NA
"5168","CTBP1","ENSG00000159692",TRUE,FALSE,NA
"5169","CTBP1-DT","ENSG00000196810",TRUE,FALSE,NA
"5170","MAEA","ENSG00000090316",TRUE,FALSE,NA
"5171","UVSSA","ENSG00000163945",TRUE,FALSE,NA
"5172","FAM53A","ENSG00000174137",TRUE,FALSE,NA
"5173","SLBP","ENSG00000163950",TRUE,FALSE,NA
"5174","AC016773.1","ENSG00000270195",FALSE,FALSE,NA
"5175","TMEM129","ENSG00000168936",TRUE,FALSE,NA
"5176","TACC3","ENSG00000013810",FALSE,FALSE,NA
"5177","FGFR3","ENSG00000068078",TRUE,FALSE,NA
"5178","LETM1","ENSG00000168924",TRUE,FALSE,NA
"5179","NSD2","ENSG00000109685",TRUE,FALSE,NA
"5180","NELFA","ENSG00000185049",TRUE,FALSE,NA
"5181","C4orf48","ENSG00000243449",TRUE,FALSE,NA
"5182","NAT8L","ENSG00000185818",TRUE,FALSE,NA
"5183","POLN","ENSG00000130997",TRUE,FALSE,NA
"5184","MXD4","ENSG00000123933",TRUE,FALSE,NA
"5185","ZFYVE28","ENSG00000159733",TRUE,FALSE,NA
"5186","AL158068.2","ENSG00000251148",FALSE,FALSE,NA
"5187","CFAP99","ENSG00000206113",FALSE,FALSE,NA
"5188","RNF4","ENSG00000063978",TRUE,FALSE,NA
"5189","FAM193A","ENSG00000125386",TRUE,TRUE,501
"5190","TNIP2","ENSG00000168884",FALSE,FALSE,NA
"5191","SH3BP2","ENSG00000087266",TRUE,FALSE,NA
"5192","ADD1","ENSG00000087274",TRUE,TRUE,705.5
"5193","MFSD10","ENSG00000109736",TRUE,FALSE,NA
"5194","NOP14-AS1","ENSG00000249673",TRUE,FALSE,NA
"5195","NOP14","ENSG00000087269",TRUE,FALSE,NA
"5196","GRK4","ENSG00000125388",TRUE,FALSE,NA
"5197","HTT-AS","ENSG00000251075",FALSE,FALSE,NA
"5198","HTT","ENSG00000197386",TRUE,TRUE,846
"5199","MSANTD1","ENSG00000188981",TRUE,FALSE,NA
"5200","RGS12","ENSG00000159788",TRUE,FALSE,NA
"5201","HGFAC","ENSG00000109758",FALSE,FALSE,NA
"5202","DOK7","ENSG00000175920",FALSE,FALSE,NA
"5203","LRPAP1","ENSG00000163956",TRUE,FALSE,NA
"5204","AL590235.2","ENSG00000270090",FALSE,FALSE,NA
"5205","AC141928.1","ENSG00000250986",FALSE,FALSE,NA
"5206","ADRA2C","ENSG00000184160",FALSE,FALSE,NA
"5207","OTOP1","ENSG00000163982",FALSE,FALSE,NA
"5208","TMEM128","ENSG00000132406",TRUE,FALSE,NA
"5209","LYAR","ENSG00000145220",TRUE,FALSE,NA
"5210","ZBTB49","ENSG00000168826",TRUE,FALSE,NA
"5211","AC105415.1","ENSG00000248516",FALSE,FALSE,NA
"5212","NSG1","ENSG00000168824",TRUE,FALSE,NA
"5213","STX18","ENSG00000168818",TRUE,FALSE,NA
"5214","STX18-AS1","ENSG00000247708",TRUE,FALSE,NA
"5215","LINC01396","ENSG00000273396",FALSE,FALSE,NA
"5216","MSX1","ENSG00000163132",FALSE,FALSE,NA
"5217","CYTL1","ENSG00000170891",FALSE,FALSE,NA
"5218","STK32B","ENSG00000152953",TRUE,FALSE,NA
"5219","EVC2","ENSG00000173040",FALSE,FALSE,NA
"5220","EVC","ENSG00000072840",FALSE,FALSE,NA
"5221","CRMP1","ENSG00000072832",TRUE,FALSE,NA
"5222","C4orf50","ENSG00000181215",TRUE,FALSE,NA
"5223","JAKMIP1","ENSG00000152969",TRUE,FALSE,NA
"5224","AC113615.1","ENSG00000251408",FALSE,FALSE,NA
"5225","WFS1","ENSG00000109501",TRUE,FALSE,NA
"5226","PPP2R2C","ENSG00000074211",TRUE,FALSE,NA
"5227","MAN2B2","ENSG00000013288",TRUE,FALSE,NA
"5228","MRFAP1","ENSG00000179010",TRUE,FALSE,NA
"5229","LINC02482","ENSG00000251580",TRUE,FALSE,NA
"5230","AC093323.1","ENSG00000170846",FALSE,FALSE,NA
"5231","LINC002481","ENSG00000246526",FALSE,FALSE,NA
"5232","MRFAP1L1","ENSG00000178988",TRUE,FALSE,NA
"5233","BLOC1S4","ENSG00000186222",FALSE,FALSE,NA
"5234","KIAA0232","ENSG00000170871",TRUE,TRUE,644
"5235","TBC1D14","ENSG00000132405",TRUE,FALSE,NA
"5236","AC097382.2","ENSG00000245748",FALSE,FALSE,NA
"5237","TADA2B","ENSG00000173011",TRUE,FALSE,NA
"5238","GRPEL1","ENSG00000109519",FALSE,FALSE,NA
"5239","LINC02447","ENSG00000245468",FALSE,FALSE,NA
"5240","SORCS2","ENSG00000184985",TRUE,FALSE,NA
"5241","AFAP1-AS1","ENSG00000272620",FALSE,FALSE,NA
"5242","AFAP1","ENSG00000196526",TRUE,FALSE,NA
"5243","ABLIM2","ENSG00000163995",TRUE,FALSE,NA
"5244","SH3TC1","ENSG00000125089",FALSE,FALSE,NA
"5245","AC104825.1","ENSG00000251615",FALSE,FALSE,NA
"5246","ACOX3","ENSG00000087008",TRUE,FALSE,NA
"5247","TRMT44","ENSG00000155275",TRUE,FALSE,NA
"5248","AC105345.1","ENSG00000205959",FALSE,FALSE,NA
"5249","GPR78","ENSG00000155269",FALSE,FALSE,NA
"5250","HMX1","ENSG00000215612",FALSE,FALSE,NA
"5251","FAM90A26","ENSG00000229924",FALSE,FALSE,NA
"5252","DEFB131A","ENSG00000186146",FALSE,FALSE,NA
"5253","SLC2A9","ENSG00000109667",TRUE,FALSE,NA
"5254","DRD5","ENSG00000169676",FALSE,FALSE,NA
"5255","WDR1","ENSG00000071127",TRUE,FALSE,NA
"5256","ZNF518B","ENSG00000178163",TRUE,FALSE,NA
"5257","CLNK","ENSG00000109684",FALSE,FALSE,NA
"5258","HS3ST1","ENSG00000002587",TRUE,FALSE,NA
"5259","AC025539.1","ENSG00000251152",FALSE,FALSE,NA
"5260","AC005699.1","ENSG00000249631",FALSE,FALSE,NA
"5261","LINC02360","ENSG00000248300",FALSE,FALSE,NA
"5262","LINC02270","ENSG00000251210",FALSE,FALSE,NA
"5263","AC007370.2","ENSG00000250371",FALSE,FALSE,NA
"5264","AC007370.1","ENSG00000250098",FALSE,FALSE,NA
"5265","RAB28","ENSG00000157869",TRUE,TRUE,134.5
"5266","BOD1L1","ENSG00000038219",TRUE,TRUE,539
"5267","LINC01182","ENSG00000250634",TRUE,FALSE,NA
"5268","AC073848.1","ENSG00000251679",FALSE,FALSE,NA
"5269","AC092546.1","ENSG00000249988",TRUE,FALSE,NA
"5270","AC006296.2","ENSG00000251412",FALSE,FALSE,NA
"5271","AC006296.1","ENSG00000248425",FALSE,FALSE,NA
"5272","LINC00504","ENSG00000248360",TRUE,FALSE,NA
"5273","CPEB2-DT","ENSG00000247624",TRUE,FALSE,NA
"5274","CPEB2","ENSG00000137449",TRUE,FALSE,NA
"5275","AC098829.1","ENSG00000249252",TRUE,FALSE,NA
"5276","C1QTNF7","ENSG00000163145",FALSE,FALSE,NA
"5277","CC2D2A","ENSG00000048342",TRUE,FALSE,NA
"5278","FBXL5","ENSG00000118564",TRUE,FALSE,NA
"5279","FAM200B","ENSG00000237765",TRUE,FALSE,NA
"5280","BST1","ENSG00000109743",FALSE,FALSE,NA
"5281","CD38","ENSG00000004468",TRUE,FALSE,NA
"5282","PROM1","ENSG00000007062",FALSE,FALSE,NA
"5283","TAPT1","ENSG00000169762",TRUE,FALSE,NA
"5284","TAPT1-AS1","ENSG00000263327",TRUE,FALSE,NA
"5285","AC097515.1","ENSG00000248138",TRUE,FALSE,NA
"5286","LDB2","ENSG00000169744",TRUE,FALSE,NA
"5287","AC106894.1","ENSG00000249998",FALSE,FALSE,NA
"5288","LINC02493","ENSG00000250819",FALSE,FALSE,NA
"5289","QDPR","ENSG00000151552",TRUE,FALSE,NA
"5290","LAP3","ENSG00000002549",TRUE,FALSE,NA
"5291","AC006160.1","ENSG00000249502",FALSE,FALSE,NA
"5292","MED28","ENSG00000118579",TRUE,FALSE,NA
"5293","FAM184B","ENSG00000047662",TRUE,FALSE,NA
"5294","DCAF16","ENSG00000163257",TRUE,FALSE,NA
"5295","NCAPG","ENSG00000109805",FALSE,FALSE,NA
